,strain,plasmid,backbone,iptg,log_mean_gfp,log_mean_v_x,log_std_gfp,log_std_v,log_rho,fit_goodness,std_gfp_correct,rrpu,median_yfp,newstandard
11,KT2440,1201,pSeva221,2000,0.4312211784808962,2.526329623211474,0.5072490123850446,1.0087771478693257,0.31339414188450776,0.9708369121539884,0.4816954009202928,0.41842743344937716,,0.05127843815409699
12,KT2440,1717,pSeva221,1,2.6593346534671736,2.4126467672235927,0.6145703414926518,0.8298695576714266,0.5797164154527024,0.9706922471502868,0.5007631667835528,2.673286107178811,,1.5738699010273456
13,KT2440,1717,pSeva221,5,2.2256607695001938,2.1681889361422275,0.6649092181918116,0.8704848290249508,0.5293338762771594,0.9783202617823448,0.564118027695825,2.337640558318901,,1.088872647988229
14,KT2440,1717,pSeva221,10,2.3082099235332336,2.319232901315755,0.6500763035185501,0.8516787423366049,0.5139536602334358,0.9709370674219624,0.5576471219484598,2.3576040602975206,,1.1133924036012266
15,KT2440,1717,pSeva221,20,2.2983223029115702,2.3979783453249657,0.6439180665737905,0.8522026126291656,0.5304972662349539,0.970700647676224,0.5458407464225997,2.3172280488113457,,1.0643024532452108
16,KT2440,1717,pSeva221,30,2.18591120777244,2.305967876792067,0.6494970086101628,0.8581125017732769,0.5040801681922583,0.9696157946448264,0.5609425516268745,2.2390114219454627,,0.9746633718796972
17,KT2440,1717,pSeva221,40,2.1851832724126803,2.363260815055256,0.657872924399995,0.8918140000728875,0.4937416331844934,0.9718365103795296,0.5720919839589459,2.2150069024932013,,0.9485300861275052
18,KT2440,1717,pSeva221,70,2.1304269587029743,2.3073581207866405,0.6396244642703471,0.8455026706673221,0.5245364054328949,0.973026148344246,0.5445686057189192,2.1851020378444557,,0.916838620530065
19,KT2440,1717,pSeva221,100,2.219811628886005,2.430625436551911,0.6452861413815881,0.8871297615957866,0.5093285976338974,0.969556754931985,0.5553152649115045,2.225190328791002,,0.9595400314687258
20,KT2440,1717,pSeva221,200,2.104015197157406,2.3922825217895967,0.6398912585460105,0.8680172303005702,0.5217464257449114,0.9733627572823637,0.5458916291649173,2.124346910852457,,0.855300042308396
21,KT2440,1717,pSeva221,500,2.113314864691703,2.4176156122490973,0.6314739713296975,0.8867742241933317,0.5209187211283405,0.9700768651565632,0.5390301493303843,2.123526330363831,,0.8544942039494873
22,KT2440,1717,pSeva221,1000,2.2572193864408843,2.4247351162744737,0.6001461557592824,0.8389643070978382,0.5781689940467468,0.970289424747676,0.4896694742980133,2.2656601313605593,,1.0044196640800063
23,KT2440,1717,pSeva221,2000,2.1265467745853637,2.5768729270754953,0.6373984298709191,0.8917841872259156,0.5224452910055815,0.9703439952771205,0.5434923091636376,2.077357065764908,,0.8102032992177074
24,KT2440,1818,pSeva221,1,0.16791700475949847,2.430812239077127,0.4943863700973398,0.9637136646643908,0.3194741806376822,0.9720991911573486,0.46847804295021994,0.1702657941912832,,0.012068660906112257
25,KT2440,1818,pSeva221,5,0.10606552413552146,2.268993545510083,0.4751081420968231,0.9609574304497382,0.32661792359015845,0.9750134198467844,0.4490515292263612,0.13451087635258274,,0.007179288527747287
26,KT2440,1818,pSeva221,10,0.0821152497805726,2.26412001299462,0.4587224324373699,0.9456430986450292,0.3240573104236645,0.9764469289690116,0.4339686009096235,0.1105716461565226,,0.004002031649820519
27,KT2440,1818,pSeva221,20,0.13209703588340774,2.2886843332056275,0.4929636194122013,0.9505139743500834,0.3481306074541566,0.9739535907023944,0.4621267934715007,0.16034584103999108,,0.010694569605754394
28,KT2440,1818,pSeva221,30,0.07235436855291043,2.2030315005345664,0.459257535766008,0.9281577303317576,0.3407224438212737,0.9780362048981738,0.4317773699529629,0.11317238381015884,,0.004343534907135417
29,KT2440,1818,pSeva221,40,0.061178460471152,2.1866683257073696,0.4578070157607885,0.9357584388254672,0.3383235191569439,0.979371903410734,0.430810071698733,0.10396134079603139,,0.0031380185190169
30,KT2440,1818,pSeva221,70,0.10819259913654923,2.191277482594804,0.4749037101420995,0.9334491662804849,0.3613157233798043,0.9786943695024944,0.442820894797984,0.15485924945239898,,0.009940412412961057
31,KT2440,1818,pSeva221,100,0.20620814734539786,2.2689314323674594,0.5071283353544698,0.93488866775028,0.3901807328632388,0.9793378596961596,0.4669324754869562,0.24350394427837216,,0.022646480704423027
32,KT2440,1818,pSeva221,200,0.5291886623974327,2.3351373265349125,0.6305035228761504,0.9422137081269888,0.3566934229502292,0.9808315814236642,0.589029943846713,0.5554460169155008,,0.0774787140934875
33,KT2440,1818,pSeva221,500,1.216588289391977,2.275507390406993,0.7498226556234623,0.948118845286106,0.34081821642687243,0.9767547050400928,0.7049301855995587,1.2623115657317612,,0.2877475549299505
34,KT2440,1818,pSeva221,1000,1.6862121921132551,2.3071499840543868,0.7338104008044315,0.9517869626522422,0.3832521355949947,0.9710964269796796,0.6777793997817875,1.726986626049464,,0.5331507717590943
35,KT2440,1818,pSeva221,2000,2.0829459201927536,2.4693774581621515,0.6964914018843639,0.9203217374285362,0.4384004096752788,0.9662915154438348,0.6259923842535786,2.0749056958808536,,0.8079083443919365
36,KT2440,Amer_f1,pSeva221,1,4.8216338928793565,2.4513371081100432,0.6591630806087417,0.889663384110285,0.5166991789320089,0.9689826301004352,0.5643536874759814,4.8192628683059935,,14.417136780534292
37,KT2440,Amer_f1,pSeva221,5,4.669779536874917,2.3451869871006163,0.7103184083790596,0.8949405146702781,0.4553859041889149,0.9715780414928152,0.6323923255088116,4.705908072703193,,12.858482622347513
38,KT2440,Amer_f1,pSeva221,10,4.648222074986638,2.3286842597710997,0.7084955402717801,0.9021401347909856,0.4701535550116334,0.9712169419841584,0.6253072765141926,4.69122296685831,,12.66918077797348
39,KT2440,Amer_f1,pSeva221,20,4.630864060763209,2.3574393634821456,0.7192284571855483,0.9227626930696872,0.4346908932264797,0.97196366869458,0.6477225606997113,4.660579239244041,,12.283001099691154
40,KT2440,Amer_f1,pSeva221,30,4.543536709144254,2.317605660381255,0.6996602278638019,0.8856589139785959,0.4556155550263226,0.9763209769465052,0.6228211969185021,4.5894415937224124,,11.430842671842962
41,KT2440,Amer_f1,pSeva221,40,4.566827678637648,2.3537641449138618,0.7054926348666606,0.8942163357313546,0.43931614279946746,0.9715351490288726,0.6337669805210191,4.5984997151304885,,11.53601185749189
42,KT2440,Amer_f1,pSeva221,70,4.549638321144368,2.3542873356899223,0.6988440811967569,0.9068752795909616,0.4532434522249274,0.9730990311939048,0.6229403679910014,4.581371934306348,,11.337949022930506
43,KT2440,Amer_f1,pSeva221,100,4.593121626291407,2.4152674254427406,0.7139947142525129,0.9190549353771906,0.4327316292812866,0.9755626482094902,0.6436825053057535,4.603165432186174,,11.590555956826377
44,KT2440,Amer_f1,pSeva221,200,4.468233643345438,2.3391961200352616,0.7067321180493309,0.901021404872445,0.44481066667004704,0.9725655357194348,0.6329666889570349,4.505198231447466,,10.49704489209441
45,KT2440,Amer_f1,pSeva221,500,4.4548784088097415,2.4268476573261037,0.696201931694319,0.9112252739416774,0.4634301437366035,0.9717259442906704,0.6169278238194276,4.461356550273224,,10.041325619186583
46,KT2440,Amer_f1,pSeva221,1000,4.496039536518991,2.459707130742772,0.702050761391354,0.9375484656495724,0.4516527307340584,0.9724108931061588,0.6263653500000346,4.491114111303945,,10.348461421492704
47,KT2440,Amer_f1,pSeva221,2000,4.454389864639828,2.603596351901825,0.6884503110030951,0.93964556241341,0.4914176212650122,0.9702256000910248,0.5995879412410806,4.3973394471944625,,9.410768617920647
48,KT2440,Amtr_a1,pSeva221,1,2.7844963555764295,2.5573112992041103,0.5375300400260996,0.7632613256339151,0.7046028171986298,0.9657694058507276,0.3814323428273838,2.7288365914937116,1.76,1.6710354954217086
49,KT2440,Amtr_a1,pSeva221,5,2.657609932104795,2.452836060943614,0.5350309427851053,0.750148202693038,0.7048214343150645,0.967629774337157,0.3795427999607535,2.6537429538261477,1.53,1.5409495848209054
50,KT2440,Amtr_a1,pSeva221,10,2.6978161863485783,2.4322019574819835,0.4993575381698901,0.7007494825288393,0.712976059044366,0.9694457580903972,0.35014370144351914,2.7043914904547317,1.62,1.6276118858581297
51,KT2440,Amtr_a1,pSeva221,20,2.573300182873736,2.4141659334218635,0.51545798775694,0.7246689181752914,0.6940642453158793,0.9731450460168584,0.3710849406383044,2.5885935505455593,1.4,1.435739120523178
52,KT2440,Amtr_a1,pSeva221,30,2.5420722401407025,2.3977797313227343,0.5085009338318591,0.7053188909522393,0.7000414905373645,0.97314538713798,0.3631216211250508,2.5659766440456675,1.37,1.4007884156593169
53,KT2440,Amtr_a1,pSeva221,40,2.4925955081985776,2.395587451565236,0.5180140637849331,0.7322485328272508,0.6960513579637896,0.9736332657877046,0.3719299518859861,2.5169973478398524,1.3,1.3277548486722763
54,KT2440,Amtr_a1,pSeva221,70,2.534783477372786,2.516811876688525,0.5303938354393604,0.7480400644601429,0.6745159107635463,0.9682626799215868,0.3915687176629117,2.50050730751742,1.35,1.3039603414930567
55,KT2440,Amtr_a1,pSeva221,100,2.440967851347537,2.4945052210799146,0.5372534152649237,0.7528011720114359,0.6743358253521741,0.9704226989261572,0.3967212491328129,2.417212369468739,1.22,1.1895866354360536
56,KT2440,Amtr_a1,pSeva221,200,2.3155171867186226,2.487079516068857,0.5223860943907749,0.7415899775840267,0.679654125719047,0.9657691183371406,0.3831872991473701,2.295440084826213,1.07,1.0386241583923863
57,KT2440,Amtr_a1,pSeva221,500,2.0437199705715416,2.55182852809879,0.5649816807092883,0.7829054637681174,0.6473933136363995,0.967504412727466,0.4306042257016756,1.9938779090919325,0.78,0.735131923314513
58,KT2440,Amtr_a1,pSeva221,1000,1.664898834376516,2.4807406554339817,0.5576370286094116,0.7829326358040082,0.6432999148474962,0.9726622489940596,0.4269348699085366,1.6485888402423152,0.51,0.4833627702903678
59,KT2440,Amtr_a1,pSeva221,2000,1.4348938826116977,2.735463775877027,0.5213982740799343,0.755722537472658,0.6641509948627495,0.9602609818522456,0.3897965462705356,1.3018634076073683,0.38,0.3044858540579288
60,KT2440,Beti_e1,pSeva221,1,3.4905423758025766,2.6259118209786934,0.5175538005242617,0.7361553294786614,0.7056369555013823,0.9639926766571378,0.3667249378697803,3.4008636866207116,3.69,3.3940497740804
61,KT2440,Beti_e1,pSeva221,5,3.3196056011597688,2.4894652757978424,0.5492972458080487,0.7677136428689245,0.6545889288391042,0.9678639095838104,0.4152604834642966,3.298847280755874,3.12,3.0525465050887703
62,KT2440,Beti_e1,pSeva221,10,3.302918749897681,2.4416300492874914,0.5381516181262795,0.7379607137303661,0.6768308956527651,0.9694598031357908,0.3961541423051983,3.304652983729872,3.07,3.0710604970085935
63,KT2440,Beti_e1,pSeva221,20,3.2977092567396116,2.489793923927597,0.5372940757973674,0.755981662007317,0.6759367534265557,0.9667277637194132,0.3959640466244358,3.276259089041028,3.04,2.9815283004750524
64,KT2440,Beti_e1,pSeva221,30,3.2469442666923505,2.4000321602400025,0.5359548123728016,0.7495050763910549,0.6703928455273788,0.9698644074330741,0.3976818774254465,3.2685699790360965,2.92,2.9577170884338124
65,KT2440,Beti_e1,pSeva221,40,3.237176099885408,2.403830158693989,0.5432812143756618,0.7568801668592445,0.6699391504228853,0.9689378128718068,0.4033406725188564,3.257042772295722,2.87,2.9223614995700875
66,KT2440,Beti_e1,pSeva221,70,3.2326858054441643,2.4228336294127866,0.5305328507979234,0.7488614937467912,0.6664620503986786,0.9671797144397792,0.3955329078729726,3.2432196463291887,2.85,2.8804979010516867
67,KT2440,Beti_e1,pSeva221,100,3.2018639499055297,2.4132559850298896,0.5291470226611165,0.746076955498009,0.6703436257512988,0.9697271261886916,0.3926539834752757,3.2170244433595534,2.77,2.802735233785879
68,KT2440,Beti_e1,pSeva221,200,3.2001107253206684,2.475209188344789,0.53020772166656,0.7547767515248002,0.6764985515579183,0.96883477956606,0.3904682754336635,3.1858230043213047,2.76,2.712730431491718
69,KT2440,Beti_e1,pSeva221,500,3.13740288072384,2.524199274112285,0.5278174207038491,0.7558302609935789,0.6839738906251347,0.9666351712255028,0.3850462332117343,3.099642916267467,2.58,2.4782396965110602
70,KT2440,Beti_e1,pSeva221,1000,2.998917608955445,2.3875613354874545,0.5186205520318017,0.737655938327208,0.6862773289417144,0.9691366864815604,0.37721345526631145,3.0267009758049777,2.23,2.294963930422602
71,KT2440,Beti_e1,pSeva221,2000,3.0279599984300183,2.635093100013161,0.4900640831760146,0.7104825030499629,0.7254880378769694,0.9654406682974151,0.337279144510879,2.9329065853289737,2.32,2.0781130595213124
72,KT2440,Bm3r1_b1,pSeva221,1,2.5742465087492508,2.558861931186919,0.557320793139835,0.7767752416990974,0.6683936132719639,0.9699313947405726,0.4145395284618441,2.5197118830403933,1.4,1.3317095701979964
73,KT2440,Bm3r1_b1,pSeva221,5,2.4740423064054715,2.3546870589419084,0.5472869680725843,0.7428441335528949,0.6702527229237488,0.9739322101583688,0.4061596817649341,2.518710290744953,1.28,1.3302491317733738
74,KT2440,Bm3r1_b1,pSeva221,10,2.517469978789296,2.409803330018319,0.5372729800638396,0.7365647875119415,0.6766942253336625,0.9708449196297491,0.3955748437721,2.5349140302521835,1.34,1.3540566083592491
75,KT2440,Bm3r1_b1,pSeva221,20,2.499627551458142,2.406506813958022,0.54493473565719,0.7494317459273228,0.6734645397392081,0.9746080875269512,0.4028263992396887,2.518547895439693,1.31,1.3300124782519112
76,KT2440,Bm3r1_b1,pSeva221,30,2.444488828161888,2.3664512878681805,0.5465312138861278,0.7376396878731587,0.6623180592593328,0.9738611287375952,0.4094736406431345,2.4831050728620987,1.24,1.279271485719963
77,KT2440,Bm3r1_b1,pSeva221,40,2.3998291970721763,2.272266568618302,0.5621207598975253,0.780957056234432,0.6868726793916651,0.9797046781863302,0.40853687054657617,2.4852996903272566,1.21,1.2823614046729717
78,KT2440,Bm3r1_b1,pSeva221,70,2.480808410286612,2.4182297799355448,0.5554030605570773,0.7585112132068234,0.6588934863584454,0.970432106966126,0.4177943147073221,2.4937932952736532,1.3,1.294384116863641
79,KT2440,Bm3r1_b1,pSeva221,100,2.5036261389090217,2.475764711922156,0.5512748141255523,0.7630533662299357,0.6657472408005081,0.9694124983386144,0.41134877021572736,2.488898184155026,1.31,1.2874426144444766
80,KT2440,Bm3r1_b1,pSeva221,200,2.4679187846372708,2.3981995528653552,0.5654181762606273,0.7828662863985012,0.6812357313510379,0.9740020196117228,0.4139223606168475,2.491016065672473,1.28,1.2904417021382821
81,KT2440,Bm3r1_b1,pSeva221,500,2.494198106364492,2.4712871862322845,0.5551592108252414,0.7641155187079655,0.66417149773096,0.9727476828090238,0.4150260584296847,2.4815826605555897,1.3,1.277131980476678
82,KT2440,Bm3r1_b1,pSeva221,1000,2.4875668862650278,2.4616494140000635,0.5592591560691326,0.7658766949203012,0.6669636631761646,0.9725996795604944,0.4166985411668671,2.4795280853462254,1.3,1.274249765209827
83,KT2440,Bm3r1_b1,pSeva221,2000,2.4523771484583023,2.5178761484247465,0.5639704816429272,0.7729291826628674,0.6621815058537481,0.9706852445733136,0.42260760419211424,2.417235506872906,1.25,1.1896171013656829
84,KT2440,Bm3r1_b2,pSeva221,1,2.0450977339323155,2.5208492156998874,0.5380306037997991,0.7655476170948723,0.6716383315320618,0.9709301738204476,0.3986156697474505,2.009362396808782,0.78,0.7485876312435195
85,KT2440,Bm3r1_b2,pSeva221,5,2.023851171254021,2.4517600620419127,0.5234129598848071,0.7549688663089286,0.6768875992166182,0.9708738442565158,0.3852771577148867,2.0207462357431853,0.77,0.7586137037624497
86,KT2440,Bm3r1_b2,pSeva221,10,1.9721554649152655,2.3949518985076903,0.5358118680569338,0.7625524868693615,0.6682546182040119,0.9702676230247568,0.3986079348069948,1.9957231628665677,0.71,0.7367244980178206
87,KT2440,Bm3r1_b2,pSeva221,20,2.0087443062545716,2.504470746256875,0.5338463834916874,0.7669044806210255,0.6652736737450735,0.969427019090256,0.3985694879037137,1.9812699045925783,0.74,0.7243286740800355
88,KT2440,Bm3r1_b2,pSeva221,30,1.9455492342126373,2.3935882636494643,0.5429288465334781,0.7647601813619859,0.6592637159779979,0.9722846712310864,0.4082346054802874,1.9696788895710142,0.69,0.7145162951014591
89,KT2440,Bm3r1_b2,pSeva221,40,1.9421648597622143,2.4063173568745837,0.531935793542561,0.7663306671930379,0.6640918328253744,0.9727774586223206,0.3977023350121232,1.9600625673733065,0.69,0.7064614725329261
90,KT2440,Bm3r1_b2,pSeva221,70,1.9147594317777377,2.38809336089639,0.539086742113678,0.7954682481581615,0.6688954292338742,0.9661179995338096,0.4007336405793955,1.9406208361928567,0.67,0.6904113927220654
91,KT2440,Bm3r1_b2,pSeva221,100,1.9414093575219475,2.4822379798273944,0.5420964611637207,0.7827024488934871,0.6537610266296727,0.966345877284898,0.4102049760460232,1.9246133489118158,0.69,0.6774286776781742
92,KT2440,Bm3r1_b2,pSeva221,200,1.886237781128897,2.426868027100708,0.5456591122891733,0.7773053027073117,0.6582885501473125,0.9692825917551438,0.41075345842222,1.8946831568577631,0.65,0.6537046623373691
93,KT2440,Bm3r1_b2,pSeva221,500,1.8500979696729096,2.4768357500957983,0.5460910907553815,0.7807305653120613,0.659510127962079,0.9684129910651792,0.4104943122761737,1.8354783528153238,0.62,0.6088169534729091
94,KT2440,Bm3r1_b2,pSeva221,1000,1.8120498717760527,2.5076080582025724,0.5433408652837218,0.7850598617773099,0.6590633974584751,0.9667775385223092,0.4086398117826599,1.7835574599490458,0.59,0.5715805816453916
95,KT2440,Bm3r1_b2,pSeva221,2000,1.7393042719909706,2.5816563406820747,0.5514263186675246,0.7940910118248747,0.6515528591454226,0.965385567565045,0.418313790509,1.677539648638225,0.54,0.5012955771048989
96,KT2440,Bm3r1_b3,pSeva221,1,1.168735020242373,2.2921000046796,1.1996763622548618,0.9464012444563384,0.3976058134538371,0.8434448235098837,1.1007706390823075,1.245870984069058,0.28,0.28098236842242114
97,KT2440,Bm3r1_b3,pSeva221,5,1.0649123035836232,2.2180364925649467,1.1645356256179529,0.9153927292643202,0.3984756217255277,0.8103589704426211,1.0680875322294177,1.1800395070920546,0.24,0.2549804990460167
98,KT2440,Bm3r1_b3,pSeva221,10,1.0091193075350715,2.210840227399027,1.1411434401767917,0.9059333633762762,0.4025339018651876,0.7959106687000734,1.0446085005006145,1.1279216857896077,0.22,0.2355754121039371
99,KT2440,Bm3r1_b3,pSeva221,20,1.1695309166778358,2.1234218905157163,1.2982236994689924,1.003393356932735,0.5007764651752623,0.8173391874715009,1.1237121169134034,1.3779812995349798,0.29,0.3386228468021219
100,KT2440,Bm3r1_b3,pSeva221,30,1.0172511030167877,2.217407406979964,1.191892006962406,0.9046584106777544,0.4214270582610575,0.7687393416784354,1.0808819290225802,1.143697630481819,0.22,0.2413429244049174
101,KT2440,Bm3r1_b3,pSeva221,40,1.1126226772884515,2.2467519652460823,1.2113348188336164,0.9314886082405391,0.38384404347111256,0.8099712207252976,1.1185440728819536,1.2116522690690221,0.25,0.267253268600484
102,KT2440,Bm3r1_b3,pSeva221,70,1.1179959522881828,2.2097032705040696,1.2899739923580724,0.9227507178048704,0.3974765680020804,0.7800925318601843,1.183696033542196,1.2488204565654388,0.25,0.28218788352433755
103,KT2440,Bm3r1_b3,pSeva221,100,1.2903903873299445,2.2767454322325085,1.2994813273531125,0.9509565959427628,0.368695272939512,0.8406645487866319,1.2079332824868072,1.3752330881604309,0.3,0.3373445963316172
104,KT2440,Bm3r1_b3,pSeva221,200,1.2708559657296898,2.231005140917464,1.336875049797529,0.9314151774674124,0.3699268734522658,0.8078245720894563,1.2420383026974542,1.3845553791761547,0.29,0.34169487886869737
105,KT2440,Bm3r1_b3,pSeva221,500,1.3520460536710701,2.2593896886474623,1.173732939459828,0.9496095841473999,0.3419212787503117,0.9018777530658904,1.1029904103985826,1.4305494572082342,0.31,0.3637619771592719
106,KT2440,Bm3r1_b3,pSeva221,1000,1.2828106472447534,2.2914199736127974,1.162927366181822,0.942517016923922,0.3660652801266457,0.9038231538674716,1.0822076170670245,1.352243142995132,0.29,0.32678799254744356
107,KT2440,Bm3r1_b3,pSeva221,2000,1.2242063288677567,2.376821973570104,1.076765972650045,0.9497469165622376,0.3842051204838085,0.9301688359355096,0.9941217717388116,1.2539664902408154,0.28,0.28429971455524783
108,KT2440,Hiyiir_h1,pSeva221,1,1.6723195790091818,2.4617795562486253,0.5356172930936568,0.785410286359639,0.6419258152869305,0.9718463054119004,0.4106935306370504,1.6650369441253994,0.5,0.4934873782627962
109,KT2440,Hiyiir_h1,pSeva221,5,1.6428134002592136,2.3001048122023486,0.52833445217904,0.766340860435646,0.6317699856174688,0.97367849572808,0.4095415732216552,1.7059862311036744,0.49,0.5194290436149412
110,KT2440,Hiyiir_h1,pSeva221,10,1.6242248139646236,2.313275943661452,0.5347268482006597,0.7646218705752171,0.6424300491489895,0.9742681455904482,0.4097848881570868,1.6834695366056824,0.48,0.5050331853560039
111,KT2440,Hiyiir_h1,pSeva221,20,1.5588367685921916,2.328394946163862,0.5418096969303775,0.7867377816352745,0.6328168196312753,0.9723750938356354,0.41952408200127705,1.609716751681616,0.43,0.4600866779446312
112,KT2440,Hiyiir_h1,pSeva221,30,1.5965407474009825,2.36645029756432,0.5452268338394755,0.7736843746441127,0.6319719553017423,0.972364672470002,0.422546029056104,1.631587631555154,0.46,0.47307126069960526
113,KT2440,Hiyiir_h1,pSeva221,40,1.5535310878110016,2.297250807089936,0.5478910240328677,0.7941550984877797,0.6293806558971502,0.9745395575334148,0.42576455661588464,1.617748010817343,0.44,0.46482181613989226
114,KT2440,Hiyiir_h1,pSeva221,70,1.4922012474525257,2.298035996958638,0.5534924663204234,0.7975278187345136,0.6240715853159309,0.9741317419769202,0.43248084275028026,1.5559153597628168,0.4,0.42932805046465106
115,KT2440,Hiyiir_h1,pSeva221,100,1.455488804782889,2.319101037783251,0.5665718736940034,0.8146384052725788,0.5876331778730021,0.9698150271949582,0.4584288616775547,1.5070014599910981,0.38,0.40276412188675875
116,KT2440,Hiyiir_h1,pSeva221,200,1.3017365631951479,2.312145427479519,0.5912931759504811,0.836297742213415,0.5612621647119582,0.9732062745360374,0.489376745644646,1.3545146500069338,0.31,0.3278202593138836
117,KT2440,Hiyiir_h1,pSeva221,500,0.9205611985104704,2.3517660989478846,0.6079330847903236,0.8829987247164155,0.504737189260812,0.9750553371720934,0.5248122521481648,0.9530103709529304,0.17,0.1773714139596209
118,KT2440,Hiyiir_h1,pSeva221,1000,0.5296427329863416,2.3242255002687053,0.5538916403219528,0.9174206237213792,0.4422933820577243,0.976422603606344,0.4967690323874766,0.5619320123410444,0.08,0.07881016678280872
119,KT2440,Hiyiir_h1,pSeva221,2000,0.24969681144338216,2.4140036748050635,0.4971283685170237,0.9509495023968392,0.4068569345988064,0.9744317979334997,0.454122733384486,0.25632006665180085,0.03,0.02457848374928492
120,KT2440,Lcara_i1,pSeva221,1,3.716249944335767,2.4938755025359125,0.6191675400780227,0.82464491678371,0.6154346698964224,0.9694145496042051,0.4880203637055042,3.693731633519214,4.61,4.5921893330100625
121,KT2440,Lcara_i1,pSeva221,5,3.6020239009570774,2.3783437883822005,0.594962925395015,0.792523473361848,0.6026301887223622,0.9696846615924928,0.4747926623573418,3.6322445932600416,4.13,4.310752906263762
122,KT2440,Lcara_i1,pSeva221,10,3.5417925530369585,2.327572330508342,0.5948340642495359,0.7907856430665394,0.6063269398944292,0.9703911257770989,0.4730212493125607,3.5954148510491737,3.85,4.150279779487904
123,KT2440,Lcara_i1,pSeva221,20,3.4905456406187425,2.3710863714212986,0.5827746048822943,0.7936693197605011,0.6087963057503646,0.9708299420425494,0.4623305825750694,3.5236512020338666,3.67,3.854072288449879
124,KT2440,Lcara_i1,pSeva221,30,3.4257470305950197,2.3485929601554503,0.5861337548553649,0.7959922234271857,0.6132718451259621,0.9676732565227106,0.4629705920875867,3.4693480305219375,3.41,3.643645112134914
125,KT2440,Lcara_i1,pSeva221,40,3.3967961560075737,2.3425496067960236,0.5698664274601032,0.779786448173106,0.6288462511484113,0.9705242890568584,0.4430880570044654,3.44394424950517,3.33,3.5490594808724323
126,KT2440,Lcara_i1,pSeva221,70,3.3760993345362453,2.4410869375882442,0.5502999437801851,0.7698529297640021,0.6446832387430506,0.9700546316470808,0.4206766909480201,3.3779687915157433,3.27,3.314348420596579
127,KT2440,Lcara_i1,pSeva221,100,3.2187063824650433,2.3814936232183253,0.5564145490500472,0.7759529433291864,0.6357027093660501,0.9732721523133072,0.42951529587379456,3.247720939724264,2.77,2.894066665745687
128,KT2440,Lcara_i1,pSeva221,200,2.9888249406432843,2.3770289748485296,0.5612811720552083,0.7827699545975653,0.6413044206197693,0.9706000169581998,0.43066349053200254,3.020147081554724,2.17,2.2791416396034023
129,KT2440,Lcara_i1,pSeva221,500,2.5869629527093574,2.3903729079247453,0.5516010332936394,0.7712929251825029,0.650851952919962,0.9690918494342692,0.4187780820628354,2.6124568831101493,1.43,1.4734831214186204
130,KT2440,Lcara_i1,pSeva221,1000,2.184588851060904,2.4273273998196037,0.5526191296185723,0.7680674910861608,0.6555639396693932,0.9711193143664804,0.4173046271017365,2.1929923202587953,0.91,0.9251084693221031
131,KT2440,Lcara_i1,pSeva221,2000,1.7355477614214951,2.504255125035086,0.5226973923033846,0.7414048593186381,0.6760628029548322,0.9678789142174916,0.3851464395067994,1.7073734360500716,0.55,0.5203265862372071
